textos,labels
unido   oferta cannabis extenso produccion ilegal pais   contrabando escala mexico produccion escala desvio unido permitir produccion cannabis fin medico fin medicinal   programa autoridad quejar efecto indirecto creado territorio desvio fin trafico cannabis vecino legalizar droga fin medico   autoridad unidos informar aumento 62   numero visita servicio urgencia relacionado cannabis 2004 2011,3
cifra disminuir   persona vivir justo umbral pobreza     crisis idiosincrasica generalizada empujarla facilmente pobreza   calculo oficina encargado informe desarrollo humano basado diverso encuesta hogar   incluido macroencuesta demografica salud icf   somalia afectar 60   poblacion hogar urbano 95   poblacion hogar rural,1
pueblo indigena   salud concepto amplio holistico abarcar dimensión espiritual   intelectual   fisico emocional   esencial coexistencia   presente futuro   asegurar continuo intergeneracional   incluir perspectiva individual comunitaria   derecho salud documento aplicar nivel individuo,3
certificación personal programa nivel supervisor exigir educador tener diploma ano aepi   crear grupo trabajo competencia común determinar incluir él programa formacion inicial personal aepi   invitar parte interesado comentar competencia conocimiento identificado personal aepi   recibir comentario   revisar plan   objetivo iniciativa reforzar conocimiento personal mejorar calidad prestacion servicio aepi,4
ultimo capitulo describir evalua detalle distinto elemento arquitectura calidad   directriz concesion licencia profesional    formato volumen serie health care quality review ocde   enfoque abordar cuestión forjar conexión estrecho formulacion politica aplicacion   responder necesidad poblacion nivel regional   seccion describir gobernanza organizacion nhsscotland   salud poblacion,3
  argentina   pais exito reduccion pobreza infantil   tasa fecundidad madre pobre joven disminuyo madre   panama   ocaber cuarto lugar reduccion pobreza infantil   tasa fecundidad madre pobre aumento   unico caso 16 país   país tener exito disminucion tasa pobreza infantil   colombia   hondura   guatemala   mexico paraguay    disminucion medio simple 27    calculo incluyo panama país mayor descenso tasa pobreza infantil panama aumento tasa fecundidad madre pobre 15 24 ano,1
patient opinion   portal linea   permitir gente publicar forma anonimo experiencia servicio nhs   persona desear opinion servicio dejar comentario esperar respuesta miembro personal nhs   institucion cuestion   ejemplo reciente   paciente escribio foro linea experiencia negativo servicio reumatologia,3
evidencia informe pís sugerir estudiante rendimiento parecer beneficiar él asignar recurso escuela desfavorecido escuela favorecido   expensas estudiante rendimiento sistema educativo   ocde   2016a      sorprender gobierno haber invertir recurso sustancial computadora   conexión internet   software tecnologia informacion comunicación   tic   general   inversion producir beneficio evidente aprendizaje estudiante,4
via formacion profesional basado escuela ofrecer educacion secundario visto lituania   seguir estudiante país   realizar esfuerzo aumentar estima participacion   mostrar resultado   2010 2014   numero estudiante matriculado educacion secundario superior reducir cuarto   108 000 79 000,4
desarrollo politica recertificacion   incluiriar infarmed   autoridad nacional medicamento producto sanitario   garantizar seguridad apropiado producto farmaceutico portugal   suecia sistema acreditacion organización sanitario   profesión   diploma complementar él certificado finalizacion pasantio experiencia practico especifico sistema nacional formal cme cpd recertificacion,3
necesario desarrollo simultaneo diverso habilidad amplio reentrenamiento   universiti sains malaysia centro desarrollo habilidad penang llevar cabo actividad creacion habilidades actualizacion habilidad crecimiento verde   creacion habilidades organizar él eficiente agrupar recurso aprendizaje institución educativo industria nivel regional,4
  liberar potencial universidad desarrollo regional local   necesario reformar gobernanza universitario espana   reforzar autonomia institucional universidad crear estructura eficaz rendicion cuenta   necesario colaboracion continuo gobierno regional local   sector privado institución educacion terciaria,4
290 municipio financiar atencion edad   atencion domiciliario atencion social   región responsable atencion medico primario   psiquiatrico especializado   impuesto local regional complementar gobierno central cargo usuario   subsidio medicamento recetado pagar trav subvención estatal designado región,3
mujer probabilidad practicar ejercicio fisico intenso   grafico 10   país ocde   diferencia medio   16 58 p p    sucesivo gobierno aplicar politica programa destinado apoyar familia hijo   incorporar ajuste progresivo aumentar asignación destinado familia ingreso bajo modesto   noviembre 1989   ejemplo   camara común adopto resolucion unanimir partido tratar eliminar pobreza nino canadiense ano 2000   compromiso reiterar objetivo marcha plan inversion plazo permitir familia pobre salir trampa asistencia social nino caer pobreza cambiar   consecuencia pobreza vida   lefebvre merrigar   2003 9   ,1
uruguay nivel desigualdad region   clasificacion completo nivel desigualdad global   banco mundial   2014   discrepancia calidad   causa principal   estabilidad docente escuela   tipo relacion personal docente administracion central   mecanismo utilizado   asignar estudiante escuela,4
mayoria país ocde   desempeno hospital medir objetivo absoluto cambio observado tiempo   estonia país bajo utilizar p4p atencion primario   proporcionar informacion adicional   país bajo reino unido utilizar p4p atencion especialista ambulatorio   proporcionar informacion adicional   categoria     referir gestion hospitalario luxemburgo eficiente medicamento francia,3
ministerio seguridad social responsable politica social supervisar institución publica financiar atencion medico   licencia enfermedad cuidado plazo   2012   ano registrar aumento significativo   gasto per capita consistentemente alto ue 82    alto promedio ue 201s   figura 6    financiamiento seguro salud basar sistema cobro compartido 40   cotización pagado resto compartido poblacion asegurado empleador   mitad fuerza laboral luxemburgo empleado transfronterizo   tercio asegurado cn vivir pais   recuadro 1   adem   2017   igss   2016  ,3
mitad estudiante nacional programa grado ensenanza terciario tipo   54     beneficiar beca ayuda   reforma pretender mejorar calidad impacto escuela politecnica   revisar licencia funcionamiento escuela politecnica   hincapie calidad impacto   esperar reforma vigor 2014   introducirar reforma sistema ayuda financiero estudiante   entrar vigor 2014   acelerar finalizacion estudio reforzar incentivo ayuda financiero estudiante,4
hogar edad trabajar dar él lujo trabajo numero persona trabajo disminuir   numero pequeno familia trabajo   pobreza profundo   valor prestación desempleo disminuir   proporcion pobre 2030   trabajador pobre    salario bajo   horario trabajo reducido fuente ingreso familia   educacion mejorar   elevar ingreso mayoria,1
falta dato estudiante asistir escuela   informe enfocar recibir instruccion     reconocer importancia llamar atencion desafio enfrentar grupo poblacion abordar problema trav acción politica concreto   seccion   examinar detalle indicador relevante comprender equidad joven 15 ano pisa   tabla 4 1  ,4
necesitar mejor incentivo   aseguradora asegurado   fomentar producto asistencia gestionado mejorar calidad   eficiencia coordinacion asistencia   producto asistencia gestionado deberiar animar proveedor asistencia trabajar equipo ofrecer asistencia coordinado   impulsar incentivo calidad evidencia mejor practica medica   utilizar él fomentar introduccion alternativa acuerdo pago servicio   suiza   paquete prestación seguro enfermedad determinar forma centralizado ley seguro enfermedad exigir eficacia   adecuacion eficiencia inclusion bien servicio cesta prestación,3
poblacion considerar potencialmente pobre     recibir transferencia evitar pobreza   considerar riesgo   explicacion   persona considerar riesgo pobreza ingreso actual   cumplir condición recibir asistencia social   ejemplo   nivel riqueza costo vivienda   alquilar  ,1
aumento cobertura seguro salud estancar   repuntar 2008   llegar 94 7   poblacion 2014   figura 1 7 capitulo 1    lograr practicamente cobertura universal salud   uhc    conjunto   expansión permitir poblacion seguro reducir 12 4    poblacion 2008 5 3    2014   cuadro 2 1      cobertura sem poblacion economicamente activo asalariado rondar 72    poblacion economicamente activo asalariado 80    cuadro 2 2 mostrar cobertura aseguramiento poblacion quintil ingreso   caracteristica sociodemografica   sexo ocupacion detallado,3
arrendamiento porción tierra consuetudinaria propietario privado afectar seguridad alimentario actividad subsistencia dependiar recurso natural   desposeido instalar zona urbano cercano capital   21   participante realizar trabajo voluntario remunerado iglesia ong   30   tenia empleo asalariado regular   mayoria hombre   25   declarar bancario 25   banco cerca casa   ultima consideración importante punto vista logistico hora decidir intervención proteccion social transferencia efectivo,1
compuesto miembro   alto representante comunidad educativo internacional analista ocde   taller servir difundir mensaje clave practica internacional mexico fomentar reflexion cambio   seminario desarrollo capacidad formulador politica mexicano alto nivel combino programa capacitacion activo visita país chile   enero 2010   estudiar politica docente   canada   ontario   mayo 2010   estudiar liderazgo escolar modulo implementacion   mexico   junio 2010  ,4
gobierno australiano trabajar autoridad educativo gubernamental gubernamental estatal territorial garantizar alto nivel continuo ensenanza aprendizaje escuela australiano   financiacion publicar universidad proporciona gobierno australiano   norma contenido ley apoyo educacion superior 2003   gobierno estatal territorial acreditar institución terciaria   trav autoridad acreditacion    institución incluido marco cualificación australia   registrese poder otorgar calificación estudiante,4
asistencia escuela especial requerir recomendacion autoridad apropiado consentimiento padre   ley educacion 2005 hincapie integracion estudiante necesidad especial escuela ordinario   escuela preescolar basica administrar municipio   escuela secundario administrar región,4
permitiriar país consolidar programa existente ampliar alcance cobertura sistema   pobre zona rural obtener ingreso actividad agricola   politica facilitar acceso pequeno productor tierra   insumos agricola   finanza   servicio extension mercado contribuiriar mejorar seguridad alimentario reducir pobreza   tal politica promover negocio agricola oportunidad empleo,1
ingreso hospitalario evitabl encontrar mejor europa asma enfermedad pulmonar obstructivo cronico   figura 10      tasa mortalidad 30 infarto agudo miocardio accidente cerebrovascular encontrar peor ue   estructura apoyar atencion medica calidad   resultado sugerir margen sustancial mejorar calidad servicio coordinacion nivel atencion     ehif publicar seleccion indicador calidad servicio hospital 2012 criterio calidad incluir contrato estrategico,3
  encuestado senalar prometedor resultado programa cancer pulmon   indicar analisis genomico tumor podiar resultar beneficioso orientar terapia   observo aplicar enfoque medicina personalizado ambito   tratamiento vih prescripcion anticoagulant tamoxifeno   beneficio encuestado esperar obtener tipo trabajo incluir mejora seguridad eficacia trav estratificacion genomico   reduccion coste sanitario   expectativa innovacion asistencia sanitario ultimo instancia neutral coste     encuestado sugirio trabajo medicina estratificado impulsado expectativa politica liderazgo innovacion sanitario ayudario traer desarrollo crecimiento economico nacional   factor mencionado encuestado papel investigador   disponibilidad tecnologia biobanco cribado genomico politico organización paciente,3
escuela sueco recurrir ayuda psicologo trabajador social   contar experto guardia   terapeuta trauma   austria serio beneficioso apoyar bienestar estudiante inmigrante refugiado   orientación politica tendriar implicación economica   ofrecer profesor apoyo significativo hora ensenar trabajar alumno inmigrante refugiado     aprender sueco importante terminar escolarizacion tradicional   investigador academico llegar conclusion requisito previo persona poder desempenar papel activo sociedad sueco,4
accidente nuclear fukushima noto ningun impacto valor medido   nfa registrar plaguicida agroquimico   medicamento veterinario   nfa responsable controlar tipo establecimiento productor alimento pienso 2011   ley calidad inocuidad alimento,3
  estandar acreditacion amplio especificar necesitar programa preparacion docente alto calidad   mnesr   2006    criterio admision programa educacion licenciatura futuro maestro primaria programa licenciatura requisito minimo admision modulo formacion inicial maestro futuro maestro secundario   candidato entrevistar ingreso   postular tender admitir   velea istrate   2011  ,4
  informe anual salud 2012 indicar 1990   suicidio disminuir grupo edad   15 24 ano   volver común   reflejar tendencia general aumento malo salud mental joven suecia     tasa suicidio disminuir adulto mayor   especialmente hombre   diferencia grupo edad disminuir   diferencia nivel educacion significativo hombre   numero hombre titulo nivel secundario inferior doble educacion postsecundario,3
  padecer enfermedad cronica derecho medicamento especifico enfermedad forma gratuito   comprobacion recurso   2008   obtener farmacia   incluido sector privado   mejorar acceso   demas caso   paciente comprar medicamento bolsillo   hospitalizacion posterior alto   missoc   2016      fondo comunitario presidente malta   fundacion filantropico   ampliar papel financiacion medicamento incluido paquete beneficio     plan nacional cancer publicado 2017 describir compromiso gobierno incluir medicamento cancer lista formulario gobierno proximo ano   2015   dicho pago directo   porcentaje gasto salud   totalizar 29     significativamente promedio ue 15     figurar 11  ,3
encuesta servicio federal vigilancia salud desarrollo social   cuarta parte medico encontrar sentido introduccion tal sistema   termino general   sistema educacion medico adoptar completo tendencia internacional medicina   basado evidencia    ebm    curso experiencia internacional mbe forma organizacion gestion prestacion servicio salud raro incluir programa medico universitario   dificil medida implementar medida,3
colaborar forma estructurado mejorar calidad lección impartir   brindar maestro referencia practica oportunidad aprender efectivo   ejercer presion companero habilidad ensenanza deficiente brindar medio mejorar trabajo   maestro incentivo colaborar companero mejor   convertir él maestro experto ascender escala profesional prestigio responsabilidad,4
facilitar acceso atencion sanitario basico   ampliar educacion sanitario   disponer remedio sencillo rentable reevaluar servicio atencion sanitario primario   incluir servicio atencion sanitario reproductivo facilitar adecuado tiempo mujer   gobierno garantizar participacion comunidad planificacion politica sanitario   especialmente referir atencion plazo anciano   discapacitado infectado vih enfermedad endemica   dicho participacion promover él programa supervivencia infantil salud maternar   programa apoyo lactancia materno   programa deteccion precoz tratamiento cancer aparato reproductor programa prevencion infeccion vih enfermedad transmision sexual,3
enmienda ley educacion escolar   2011   obligatorio asistencia educacion preescolar nino 5 ano 2011 otorgo nino 4 3 ano derecho participar 2015 2017 respectivamente     enmienda ley educacion escolar   2013   introducir limite tarifa pagado padre   subvención asignado gobierno local compensar diferencia costo   legislacion objetivo satisfacer necesidad estudiante preescolar   establecimiento club apoyar desarrollo social personal nino   solicitar padre condición permitir   permitir acceso institución preescolar verano   especialmente asistir educacion regular plazo   apertura clase movil gratuito   particular estudiante desfavorecido zona rural,4
dicho dato ocde perjuicio alto golan   jerusalir asentamiento israeli cisjordania termino derecho internacional   pais region lograr inscripcion universal escuela primario garantizar joven adulto tener habilidad basica alfabetizacion   progreso sentir base fuerte desarrollo social economico pais siglo,4
reforma folkeskole 2014 introduccion arreglo utilizacion tiempo trabajo docente   esperar docente ensenar hora   resultado   maestro pasar tiempo preparacion tarea   general   volver priorizar recurso   preparacion tarea ensenanza   requerir ajuste maestro preparar él lección trabajar   ejemplo   compartir material didactico medida   cumplir tarea exigir liderazgo escolar   ley folkesko él   director escuela responsable calidad ensenanza escuela   gestion administrativo pedagogico general escuela   resultado   responsabilidad principal disenar   introducir organizar procedimiento evaluacion docente escuela recae director escuela,4
estonia introducir copago 15    cuidado enfermeria regimen hospitalizacion   ginneken   2013    espana introducir copago medicamento funcion ingreso   mayoria pensionista   limit funcion nivel pension   casino   2012    australia introducir limit contribucion publicar determinado servicio extrahospitalario   incluir servicio privado obstetricia reproduccion asistido 2010   lugar aumento copago servicio   gool et    2013  ,3
valor modelo pronostico radicar capacidad   predecir   futuro   tarea ningun modelo mediano plazo lograr realista     modelo basado    tendencia actual predecir precision futuro   indicar falta innovacion desarrollo politica   afirmar informe reciente ministerio salud asunto social suecia    pronostico efectivo cambiar futuro   significar probar   probar   equivocado    ministerio salud asunto social   2010    figura 1 presentar pronostico crecimiento gasto publico modelo país tomar medida politica,3
conjunto   recibir dotacion anual ministerio sanidad asunto social 375 000 eur   permitir mantener oficina   reunir delegado 4 5 ano celebrar reunión grupo trabajo 8 10 ano   comit grupo trabajo reunir discutir avance objetivo nsph comunidad sociedad atencion medica sueco   2013   nsph recibio apoyo financiero gobierno sueco   cosa   formular estrategia destinado fortalecer mejorar influencia organización usuario nivel nacional   regional local   individuo reune proveedor atencion medica,3
plazo   revision completo itinerario certificacion ensenanza secundario contribuir crear sistema educativo completo alumno tener oportunidad aprendizaje profesor disponer espacio centrar él evaluacion aprendizaje lugar examen sumativo externo   formacion inicial continuo profesorado centrar él desarrollo conocimiento evaluacion profesor   incluir practica evaluacion formativo   cambio practica evaluacion produciran competencia pedagogica solida   profesor disponer espacio apoyo necesitar desarrollar juicio profesional capacidad proporcionar informacion aprendizaje alumno,4
pme contener iniciativa apoyo tecnico pedagogico responder especificamente necesidad prioritario estudiante implementar estrategia pedagogica estudiante rendimiento academico   capitulo 2 rol sep sistema financiamiento capitulo 4 programa mejoramiento escolar    plan escuela    complemento sep condicionado participacion sep   proveedor escolar recibir subvencion concentracion alumno prioritario   subvencion proporcionar cantidad adicional estudiante depender proporcion estudiante desfavorecido escuela   proveedor escolar escuela matricular estudiante extremo pobreza beneficiar él subvencion retencion   subuencion educacional pro retencion    beca otorgar estudiante desfavorecido perteneciente familia participar programa chile solidario   sistema proteccion social chile disenado atender necesidad familia   persona area geografica vulnerable   capitulo 2     mineduc   acir   2016    docente condición trabajo dificil recibir subsidio condición trabajo dificil   asignacion desempeno condición dificil  ,4
ministerio sanidad leton elaborar plan accion reducir riesgo contraer enfermedad transmisible   promover intervencion diagnostico precoces   presento consejo ministro aprobacion 2017   hombre letón tender percibir salud mujer   51    afirmar salud   frente 42    mujer   disparidad grupo ingreso   letón hogar ingreso bajo declarar salud   frente hogar ingreso alto,3
2009   45    danés 25 34 ano habiar alcanzado educacion terciario   promedio ocde 22     55 64 ano   26   tenia educacion terciario   promedio ocde 22    figura 1 2    desafio particular profesor formador tiempo completo experiencia industria ano,4
medida urgente consistir marcha infraestructura informacion integrado permitir decelerar disfunción garantizar libre circulacion informacion prestatario   paciente estructura   au niveau des cabinet medicaux   participacion paciente medida notificacion disfonctionnements est essentielle   reussitar des esfuerzo permanente ceuvre pour ameliorer securitar passe par unir culture active securitar   axee sur l amelioration colectivo et travail d equipe,3
estudio mujer persona entorno socioeconomico bajo particularmente sensible desempleo   porcentaje encuestado declarar reducir atencion sanitario 27   unido   12   francia   10   alemania   8   reino unido 6   canada   autor concluir nivel gasto bolsillo   oop   combinado caida riqueza determinante importante caida atencion medica crisis   articulo reciente unidos sugerir patrón prescripcion medicamento salud mental aumentar tiempo condición economica adverso   hallazgo significativo parte noreste pais,3
educacion esencial salir pobreza   correlacion negativo riesgo pobreza nivel educativo jefe hogar mantener país   persona vivir hogar jefe completar educacion superior menor probabilidad vivir pobreza,1
censo docente proporcionar variedad dato alto calidad   informacion antecedente linguistico docente   grupo pasifika ministerio educacion senalo informacion basica idioma estudiante nivel competencia idioma inadecuar   reconocer necesidad mejorar investigacion area aprendizaje bilinguir   tener importancia idioma educacion   lamentable dato importante recopilir nivel nacional,4
  influenciar tendro continuacion tendencia familia bajo ingreso futuro   analizar continuacion tendencia demografica   tendencia empleo ingreso patrón empleo hogar influir tendencia desigualdad pobreza futuro   mayor aumento proporcion grupo poblacion conduciran aumento proporcion familia riesgo pobreza futuro   poblacion actual edad trabajar   numero ahorrar jubilacion   2030 probable proporcion poblacion jubilado recibir pensión privado,1
incluir indicador socioeconomico relacionado seguridad alimentario   solidez diversificacion medio vida   acceso vivienda calidad   agua saneamiento   ahorro   asistencia escolar nino   etc   ejemplo   economista internacional criticar evidencia impacto crecimiento economico sudafrico     s transferencia social efectivo conferencia organizado comite investigacion seguridad social integral gobierno sudafrica celebrado ciudad cabo 2000    sistema seguridad social integral sostenible     especificamente   evidencia transferencia efectivo teniar impacto reduccion restricción liquidez participacion mercado laboral fortalecimiento barrera gestion riesgo inversion busqueda empleo contradeciar sabiduria convencional reducir costo personal desempleo socavario incentivo trabajar creario dependencia,1
examinar educacion formacion profesional suecia   centrar él programa formacion basado    lugar trabajo orientacion profesional escuela   finalmente   vision general servicio social ofrecido escuela   coordinacion servicio   edad 16 ano   estudiante aprender junto escuela integral seguimiento repeticion grado,4
reforma permitirar comunidad local mantener instalación hospitalario   brindar conjunto pequeno servicio   coordinado hospital ubicado cerca especializado rehabilitacion molestia     2015   impulso mejorar eficiencia calidad servicio   nhif restringir contrato departamento obstetricia cirugia volumen anual inferior 300 nacimiento 400 cirugia complejo   lituania poner enfasis ampliar servicio atencion primario   ambulatorio,3
termino   asociación escolar formado 6 12 colegio   2010   mayoria escuela   96 7    perteneciar comunidad escolar   mayoria escuela habiar unir comunidad escolar impartiar ensenanza alumno necesidad especial   principal objetivo iniciativa reforzar capacidad organizativo liderazgo escuela cooperacion,4
lugar   oportunidad empleo   expansion   suficiente emplear estir dispuesto trabajar   lugar   segmento poblacion   diverso razón   condición formar poblacion activo beneficiar él expansion empleo ingreso salarial   tercer lugar   persona empleado experimentar necesidad proteccion adicional salario bajo   creer problema   trabajador pobre    programa poner marcha utilizar medida ex post ayudar persona afectado frente recesión economica   ultimo ano utilizar ex medida reducir exposicion pobre inseguridad,1
general   medico cabecera derivar paciente servicio secundario salud mental problema paciente complejo grave manejar servicio asesoramiento unicamente   nice nhs utilizar qof medicos cabecera definir objetivo atencion primario salud mental tratar influir forma resultado calidad atencion trav esquema pago desempeno   indicador qof utilizado medico 2013 14   10 dominio salud mental,3
actual profesor programa ite   exito   recomendar apoyo formacion continuo antiguo alumno   profesor    licenciado resultar dificil influir estructura practica desigual relacionado diversidad norma intercultural escuela   forma mejorar creacion alumnado diverso programa ite   mayoria estudiante finlandés nativo   defensa contenido ite formacion general profesorado universidad oulu   alasuutari jokikokko   2010 i62i    contrario   cohorte anterior aferrar él enfoque   crucial   profesor actual adaptar él entorno continuo cambio   driel   darmody kerzil   2016   p   71 i67j     programa desarrollo profesional continuo incluir apoyo estudiante magisterio transicion cuerpo docente   provision oportunidad practicar estrategia gestionar diversidad profesion  ,4
país aumentar relevancia servicio orientacion profesional desarrollo indicador resultado alumno mercado laboral institución programa   recuadro 3 12    indicador calidad facil entender   garantizar transparencia   existir nivel institucion programa,4
general   prestación familiar educativo sujeto comprobacion recurso parecer proporcionar contribucion util reduccion desigualdad   dar alto creciente incidencia pobreza nino   probable aumentar prestación hijo comprobacion recurso forma eficaz reducir pobreza infantil   tasa impuesto renta efectivo promedio enfrentar quintil superior distribucion ingreso quintil inferior   resultado   quintil superior representar tercio pago impuesto renta   grafico 9    tasa impuesto renta aumentar 2010   2011 2013   reforma integral impuesto renta 2013 reducir numero tramo ingreso 8 5   aumento significativamente tasa marginal reducir exención fiscal   educacion privada gasto salud   consumir abrumadoramente hogar acomodado   eliminacion exención fiscal claramente paso direccion correcto   sistema fiscal simple transparente   efecto redistributivo general cambio impuesto renta dificil evaluar   particular cambio 2013 impuesto renta persona fisica,1
escuela proporcionar informacion escrito resultado alumno relacion objetivo nacional resultado alumno claro padre   enfoque desarrollo materia   incluido   perspectiva habilidad didactica   maestro quedar él 80   salario   continuan educacion materia ensenar,4
pacto internacional derecho economico   social cultural    treaty serie   vol   mejorar proteccion social reducir vulnerabilidad mundo globalizado    cn 5 2001    consultado http    www icsw org news pdfs csdsocprotect pdf 5 octubre 2010   human informe desarrollo   2010   york   oxford  ,1
comision impulso lenguaje vih sida   reconocer epidemia emergencia sanitario mundial instar gobierno brindar acceso universal prevencion   tratamiento   atencion apoyo relacionado vih   discriminacion perspectiva genero   cumplir objetivo detener revertir propagacion vih sida 2015   resolución recomendar vinculo politica programa coordinacion vih sida salud sexual reproductivo fortalecer él incluir él plan nacional desarrollo estrategia reduccion pobreza   país esforzar él accesible   trav sistema atencion primario salud   salud reproductivo persona edad apropiado tardar ano 2015,3
decado lograr avance sustancial reduccion tasa mortalidad persona ingresado hospital ataque corazon trav mejora tratamiento proceso atencion   figurar 9    dato programa concord mostrar tasa supervivencia neta ano cancer cuello uterino mujer polaco 55    2010 2014   baja país ue   tasa deteccion cancer cuello uterino comparativamente alto mujer 20 69 ano   ocde ue   20161    tasa supervivencia ano hombre mujer diagnosticado cancer colorrectal baja ue   polonia    tasa deteccion cancer colorrectal   s,3
  sensible   medición pobreza absoluto   diferencial precio pais   región grupo ingreso     calidad dato fuente distribucion ingreso   linea pobreza dolar estandar internacional eleccion arbitrario enfocar atencion   jerarquia capacidad    tratar persona absolutamente pobre persona relativamente pobre correr riesgo desviar atencion capacidad superar barrera supervivencia fisico   prioridad mayoria esfuerzo internacional mejorar vida pobre   banco mundial   1990    ravallion    chen sangraular   2008   ,1
marco tiempo superarir obstaculo   aprovechar   mayoria organismo superior   incluir mamifero humano   mosquito microbioma significativo   bacteria simbiotica   intestino   pumpuni et    idea disenar bacteria simbiotica producir interferencia    producto   molecula efectora   detener desarrollo parasito,3
programa proporciono financiacion adicional atencion primario   aumento contrato medico cabecera enfermero   permitir contratacion enfermero medico cabecero   2011 introducir servicio telefonico asesoramiento ponia contacto paciente medico consulta     introducir exención copago grupo bajo ingreso   derogar   informe concluyo   general   impacto favorable eficiencia servicio sanitario  ,3
  retroalimentacion medico campana informacion enfocado   medico paciente objetivo amplio     caso reino unido   practica retroalimentacion centrado medico tasa alto prescripcion antibiotico eficaz reducir   campana informacion centrada paciente tener efecto limitado   ocde   2017b    hospital representar cuarto venta farmaceutica total francia   proporcion generico 2 3    valor 2013   ansm   2014    baja proporcion explicar patologia paciente tratamiento intensivo innovador hospital   ocde   2015b    productor soler vender medicamento marca precio reducido ganar mercado amplio   dahan   2016  ,3
tratamiento adecuado    lugar momento adecuado   resumen ingl    informe n   cambio presupuesto 1998    proposicion n   om psykiske lidelser og tjenestetilbudene   apertura integralidad   trastorno mental prestacion servicio    sosial   og helsedepartementet   libro blanco n  ,3
continuacion   proponer sintesis pai resaltar coherencia politica nacional materia   dicho coherencia construir fuerza asociación nivel 2   3 4   tabla resumir contenido recomendación especificar diploma relacionado campo uso tic educacion   caso pais describir especificamente siguiente parrafo,4
coincidio revision comunidad autonomo andalucia siguio revisión canarias comunidad valenciano tener lugar vuelta 2005 07   informe revision andalucia   educacion superior desarrollo regional urbano   andalucia   espana   ocde   2010   fuerte enfoque mejorar relevancia oferta educativo resultado laboral empresarial graduado universitario   recomendación ejemplo practica informe andaluz relevante universidad cataluna   lector interesado    consultar informe   ocde querer agradecer particular coordinador principal contrapart local activo revision,4
  transferencia efecto beneficioso   pequeno   tasa participacion escolar laboral nino     politica transferencia monetario   subsidio comedor escolar costo relativamente traer beneficio considerable frente crisis   especialmente alivio pobreza calorico   politica ineficaces   independientemente dimension pobreza     traduccion ingl nathan weatherdon,1
tasa mortalidad diabetes alto ue     numero muerte alzheimer demencia triplicar ano 2000   reflejar envejecimiento poblacion   diagnostico   falta tratamiento efectivo codificacion preciso   cancer pulmon principal causa muerte cancer   numero persona morir enfermedad duplico 2004 2014   obstante   tasa seguir baja comparacion país ue,3
financiamiento basico centro proporcionado gobierno italia unicef   gobierno   institución internacional fuente privado proporcionar apoyo financiero adicional proyecto especifico   incluir comit nacional unicef   oficina unicef estudio colaborativo   union europea   ue   organismo reconocer necesidad indicador centrado nino monitorear pobreza exclusion social actualmente proceso desarrollar   probar comparar indicador unico bienestar infantil miembro   documento   buscar contribuir debate proporcionar microanalisis amplitud pobreza infantil union europeo   considerar grado superposicion acumulacion privación indicador monetario multidimensional pobreza,1
general   implementacion solida sistematicar estrategia participacion paciente programa alfabetizacion salud reducir dano agregado 15     retorno inversion   problema seguridad medicamento adir entorno   sorprendente intervención dirigido dispensacion administracion medicamento ocupar lugar comparativamente opción proporcionada encuesta   estudio util destacar valor enfoque interprofesional seguridad medicamento,3
reforma aumentar flexibilidad sistema educativo anteriormente altamente centralizado introducir libertad eleccion tipo programa   seleccion libro texto metodo ensenanza   promover participacion democratico proceso educativo otorgar responsabilidad municipio padre familia   zoglo   andersone cemova   2007    sistema formacion profesional inicio proceso consolidacion,4
pobreza fenomeno predominantemente rural   indigena norte experimentar penuria particularmente severo   mencionar anteriormente   haber fuerte caida numero hospital rural colapso union sovietico   población rural indigena indigena salud acceso servicio salud residente urbano,3
conjunto coherente alineado estandar profesional informar respaldar calidad programa formacion inicial docente   dicho estandar profesional delinear puesto docente progresion trav estructura carrera   exigir procedimiento evaluacion docente riguroso desarrollo   desarrollo profesional relevante alto calidad   conciencia publicar medida garantizar sostenibilidad profesion docente,4
desafio reconocer mo analisis planificacion politica   caracteristica escuela   ubicacion tamano escuela   calculo canasta estudiante   escuela pequena area rural recibir financiacion alumno contrapart urbano     desventaja socioeconomico per elemento metodologia canasta estudiante   revision recurso escolar ocde lituania recomendo asignar peso metodologia canasta estudiante estudiante desventaja socioeconomica   shewbridge et  ,4
restricción financiero nacional reducir asignación personal docente 9 5     particular personal educacion cuidado infancia   eapi    gestion escolar   especialmente escuela pequena   enfrentar dificultad financiero salario personal pedagogico aumentar personal pedagogico reducir   proponer apoyo financiero guarderia eliminar obstaculo creacion,4
proporcion proveedor privado atencion primario aumentar rapidamente ultimo ano   región permitir establecimiento restricción proveedor acreditado ano   2010 derecho establecer libremente clinica atencion primario reembolso publico convirtiir ley nacional   medico publico privado   incluir especialista hospitalario   resto personal sanitario predominantemente asalariado   atencion altamente especializado   requerir equipo tecnico avanzado   concentrar hospital universitario publico,3
  2016 reforzo cobertura sanitario universal simplificar unificar gestion administrativo   organizacion local seguro obligatorio estar fragmentado   2016 unificar pago proveedor distinto regimén obligatorio   auvigne et    regimén obligatorio red recaudacion ingreso combinar gestion seguro enfermedad gasto seguridad social   ejemplo   riesgo profesional   pensión prestación familiar  ,3
